(0,0,0);(2,2,4)
(0,0,4);(2,2,4)
(0,0,8);(2,2,4)
(0,0,12);(2,2,4)
(0,0,16);(2,2,4)
(0,0,20);(2,2,4)
(0,2,0);(2,2,4)
(0,2,4);(2,2,4)
(0,2,8);(2,2,4)
(0,2,12);(2,2,4)
(0,2,16);(2,2,4)
(0,2,20);(2,2,4)
(0,4,0);(2,2,4)
(0,4,4);(2,2,4)
(0,4,8);(2,2,4)
(0,4,12);(2,2,4)
(0,4,16);(2,2,4)
(0,4,20);(2,2,4)
(0,6,0);(2,2,4)
(0,6,4);(2,2,4)
(0,6,8);(2,2,4)
(0,6,12);(2,2,4)
(0,6,16);(2,2,4)
(0,6,20);(2,2,4)
(0,8,0);(2,2,4)
(0,8,4);(2,2,4)
(0,8,8);(2,2,4)
(0,8,12);(2,2,4)
(0,8,16);(2,2,4)
(0,8,20);(2,2,4)
(0,10,0);(2,2,4)
(0,10,4);(2,2,4)
(0,10,8);(2,2,4)
(0,10,12);(2,2,4)
(0,10,16);(2,2,4)
(0,10,20);(2,2,4)
(0,12,0);(2,2,4)
(0,12,4);(2,2,4)
(0,12,8);(2,2,4)
(0,12,12);(2,2,4)
(0,12,16);(2,2,4)
(0,12,20);(2,2,4)
(2,0,0);(2,2,4)
(2,0,4);(2,2,4)
(2,0,8);(2,2,4)
(2,0,12);(2,2,4)
(2,0,16);(2,2,4)
(2,0,20);(2,2,4)
(2,2,0);(2,2,4)
(2,2,4);(2,2,4)
(2,2,8);(2,2,4)
(2,2,12);(2,2,4)
(2,2,16);(2,2,4)
(2,2,20);(2,2,4)
(2,4,0);(2,2,4)
(2,4,4);(2,2,4)
(2,4,8);(2,2,4)
(2,4,12);(2,2,4)
(2,4,16);(2,2,4)
(2,4,20);(2,2,4)
(2,6,0);(2,2,4)
(2,6,4);(2,2,4)
(2,6,8);(2,2,4)
(2,6,12);(2,2,4)
(2,6,16);(2,2,4)
(2,6,20);(2,2,4)
(2,8,0);(2,2,4)
(2,8,4);(2,2,4)
(2,8,8);(2,2,4)
(2,8,12);(2,2,4)
(2,8,16);(2,2,4)
(2,8,20);(2,2,4)
(2,10,0);(2,2,4)
(2,10,4);(2,2,4)
(2,10,8);(2,2,4)
(2,10,12);(2,2,4)
(2,10,16);(2,2,4)
(2,10,20);(2,2,4)
(2,12,0);(2,2,4)
(2,12,4);(2,2,4)
(2,12,8);(2,2,4)
(2,12,12);(2,2,4)
(2,12,16);(2,2,4)
(2,12,20);(2,2,4)
(4,0,0);(2,2,4)
(4,0,4);(2,2,4)
(4,0,8);(2,2,4)
(4,0,12);(2,2,4)
(4,0,16);(2,2,4)
(4,0,20);(2,2,4)
(4,2,0);(2,2,4)
(4,2,4);(2,2,4)
(4,2,8);(2,2,4)
(4,2,12);(2,2,4)
(4,2,16);(2,2,4)
(4,2,20);(2,2,4)
(4,4,0);(2,2,4)
(4,4,4);(2,2,4)
(4,4,8);(2,2,4)
(4,4,12);(2,2,4)
(4,4,16);(2,2,4)
(4,4,20);(2,2,4)
(4,6,0);(2,2,4)
(4,6,4);(2,2,4)
(4,6,8);(2,2,4)
(4,6,12);(2,2,4)
(4,6,16);(2,2,4)
(4,6,20);(2,2,4)
(4,8,0);(2,2,4)
(4,8,4);(2,2,4)
(4,8,8);(2,2,4)
(4,8,12);(2,2,4)
(4,8,16);(2,2,4)
(4,8,20);(2,2,4)
(4,10,0);(2,2,4)
(4,10,4);(2,2,4)
(4,10,8);(2,2,4)
(4,10,12);(2,2,4)
(4,10,16);(2,2,4)
(4,10,20);(2,2,4)
(4,12,0);(2,2,4)
(4,12,4);(2,2,4)
(4,12,8);(2,2,4)
(4,12,12);(2,2,4)
(4,12,16);(2,2,4)
(4,12,20);(2,2,4)
(6,0,0);(2,2,4)
(6,0,4);(2,2,4)
(6,0,8);(2,2,4)
(6,0,12);(2,2,4)
(6,0,16);(2,2,4)
(6,0,20);(2,2,4)
