(0,0,0);(2,2,2)
(0,0,2);(2,2,2)
(0,0,4);(2,2,2)
(0,0,6);(2,2,2)
(0,2,0);(2,2,2)
(0,2,2);(2,2,2)
(0,2,4);(2,2,2)
(0,2,6);(2,2,2)
(2,0,0);(2,2,2)
(2,0,2);(2,2,2)
(2,0,4);(2,2,2)
(2,0,6);(2,2,2)
(2,2,0);(2,2,2)
(2,2,2);(2,2,2)
(2,2,4);(2,2,2)
(2,2,6);(2,2,2)
(4,0,0);(2,2,2)
(4,0,2);(2,2,2)
(4,0,4);(2,2,2)
(4,0,6);(2,2,2)
(4,2,0);(2,2,2)
(4,2,2);(2,2,2)
(4,2,4);(2,2,2)
(4,2,6);(2,2,2)
(6,0,0);(2,2,2)
(6,0,2);(2,2,2)
(6,0,4);(2,2,2)
(6,0,6);(2,2,2)
(6,2,0);(2,2,2)
(6,2,2);(2,2,2)
(6,2,4);(2,2,2)
(6,2,6);(2,2,2)
(8,0,0);(2,2,2)
(8,0,2);(2,2,2)
(8,0,4);(2,2,2)
(8,0,6);(2,2,2)
(8,2,0);(2,2,2)
(8,2,2);(2,2,2)
(8,2,4);(2,2,2)
(8,2,6);(2,2,2)
(10,0,0);(2,2,2)
(10,0,2);(2,2,2)
(10,0,4);(2,2,2)
(10,0,6);(2,2,2)
(10,2,0);(2,2,2)
(10,2,2);(2,2,2)
(10,2,4);(2,2,2)
(10,2,6);(2,2,2)
(12,0,0);(2,2,2)
(12,0,2);(2,2,2)
(12,0,4);(2,2,2)
(12,0,6);(2,2,2)
(12,2,0);(2,2,2)
(12,2,2);(2,2,2)
(12,2,4);(2,2,2)
(12,2,6);(2,2,2)
(14,0,0);(2,2,2)
(14,0,2);(2,2,2)
(14,0,4);(2,2,2)
(14,0,6);(2,2,2)
(14,2,0);(2,2,2)
(14,2,2);(2,2,2)
(14,2,4);(2,2,2)
(14,2,6);(2,2,2)
(16,0,0);(2,2,2)
(16,0,2);(2,2,2)
(16,0,4);(2,2,2)
(16,0,6);(2,2,2)
(16,2,0);(2,2,2)
(16,2,2);(2,2,2)
(16,2,4);(2,2,2)
(16,2,6);(2,2,2)
(18,0,0);(2,2,2)
(18,0,2);(2,2,2)
(18,0,4);(2,2,2)
(18,0,6);(2,2,2)
(18,2,0);(2,2,2)
(18,2,2);(2,2,2)
(18,2,4);(2,2,2)
(18,2,6);(2,2,2)
(20,0,0);(2,2,2)
(20,0,2);(2,2,2)
(20,0,4);(2,2,2)
(20,0,6);(2,2,2)
(20,2,0);(2,2,2)
(20,2,2);(2,2,2)
(20,2,4);(2,2,2)
(20,2,6);(2,2,2)
(22,0,0);(2,2,2)
(22,0,2);(2,2,2)
(22,0,4);(2,2,2)
(22,0,6);(2,2,2)
(22,2,0);(2,2,2)
(22,2,2);(2,2,2)
(22,2,4);(2,2,2)
(22,2,6);(2,2,2)
(24,0,0);(2,2,2)
(24,0,2);(2,2,2)
(24,0,4);(2,2,2)
(24,0,6);(2,2,2)
(24,2,0);(2,2,2)
(24,2,2);(2,2,2)
(24,2,4);(2,2,2)
(24,2,6);(2,2,2)
(26,0,0);(2,2,2)
(26,0,2);(2,2,2)
(26,0,4);(2,2,2)
(26,0,6);(2,2,2)
(26,2,0);(2,2,2)
(26,2,2);(2,2,2)
(26,2,4);(2,2,2)
(26,2,6);(2,2,2)
(28,0,0);(2,2,2)
(28,0,2);(2,2,2)
(28,0,4);(2,2,2)
(28,0,6);(2,2,2)
(28,2,0);(2,2,2)
(28,2,2);(2,2,2)
(28,2,4);(2,2,2)
(28,2,6);(2,2,2)
(30,0,0);(2,2,2)
(30,0,2);(2,2,2)
(30,0,4);(2,2,2)
(30,0,6);(2,2,2)
(30,2,0);(2,2,2)
(30,2,2);(2,2,2)
(30,2,4);(2,2,2)
(30,2,6);(2,2,2)
